Geneid,ABA_total_RNA_seq_Rep1,ABA_total_RNA_seq_Rep2,CK_total_RNA_seq_Rep1,CK_total_RNA_seq_Rep2,CS_Leaf_total_RNA_seq_Rep1,CS_Leaf_total_RNA_seq_Rep2,CS_Spikelet_Feekes10_total_RNA_seq_Rep1,CS_Spikelet_Feekes10_total_RNA_seq_Rep2,MeJA_total_RNA_seq_Rep1,MeJA_total_RNA_seq_Rep2,SA_total_RNA_seq_Rep1,SA_total_RNA_seq_Rep2
TraesCS7D03G1240400,1,0,0,0,0,0,28,64,0,3,0,71
TraesCS7D03G1241200,0,0,0,0,0,0,0,4,0,0,0,11
TraesCS7D03G1242000,39,129,116,211,68,72,0,0,22,131,32,231
TraesCS7D03G1243100,1,0,0,0,1,11,0,0,0,0,0,48
TraesCS7D03G1264200,0,0,0,0,0,0,3,1,0,0,0,0
TraesCS7D03G1268200,81,27,239,24,112,401,9,16,145,60,301,133
TraesCS7D03G1274800,63,59,80,127,46,58,6,6,43,187,110,209
TraesCS7D03G1274900,0,0,1,0,0,0,0,1,0,0,2,17
TraesCS7D03G1278600,129,122,106,41,104,158,105,205,71,105,112,104
TraesCS7D03G1278900,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS7D03G1287900,232,540,546,508,432,426,261,665,326,517,603,1154
TraesCS7D03G1293900,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G1296200,18,7,10,1,22,44,424,654,13,17,24,201
TraesCS7D03G1297500,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS7D03G1298800,0,0,0,0,0,0,1,1,0,0,0,1
TraesCS7D03G1299100,2,0,1,1,0,7,8,11,1,3,2,42
TraesCS7D03G1299700,647,694,1454,331,413,521,1309,2383,734,861,1327,4521
TraesCS7D03G1303500,32,27,31,9,42,74,499,1324,12,50,19,345
TraesCS7D03G1303700,1,0,1,0,1,0,4,5,0,1,1,1
TraesCS7D03G1304100,1,1,2,0,0,0,23,19,1,6,1,31
TraesCS7D03G1304700,15,41,30,12,7,6,10,21,14,30,27,46
TraesCS7D03G1305000,9,0,15,0,8,0,3,7,3,10,7,8
TraesCSU03G0001400,445,381,1257,190,374,402,598,927,1013,480,878,746
TraesCSU03G0002600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU03G0002800,0,0,0,0,1,0,2,2,0,0,0,5
TraesCSU03G0013800,106,32,72,15,33,140,388,920,37,45,59,197
TraesCSU03G0014200,249,201,377,239,260,558,29,32,150,326,310,747
TraesCSU03G0014400,3,0,4,0,0,0,3,3,0,0,1,0
TraesCSU03G0018500,0,0,0,0,0,0,1,0,0,0,0,0
TraesCSU03G0020800,73,12,110,5,1991,1578,4,0,65,4,155,10
TraesCSU03G0029700,240,502,560,219,233,541,789,1218,251,422,495,1070
TraesCSU03G0035500,0,0,2,0,0,4,0,0,0,0,22,4
TraesCSU03G0059700,120,57,305,74,50,95,530,734,129,94,691,796
TraesCSU03G0059800,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU03G0059900,0,0,0,0,0,0,4,0,0,0,0,0
TraesCSU03G0060300,0,0,0,0,0,0,1,0,0,0,0,0
TraesCSU03G0084500,1,0,18,0,0,0,1,0,8,0,15,0
TraesCSU03G0105700,0,0,0,0,0,0,5,2,0,0,0,3
TraesCSU03G0106100,0,0,0,0,0,0,6,5,0,0,0,3
TraesCSU03G0106700,9,35,36,17,10,16,17,3,28,20,65,109
TraesCSU03G0114000,411,720,635,348,1173,1687,180,430,262,681,496,447
TraesCSU03G0114100,135,210,113,205,701,1070,117,265,43,220,96,152
TraesCSU03G0120500,0,0,0,0,0,0,4,0,0,0,0,0
TraesCSU03G0136700,7,8,16,6,3,35,32,33,10,11,7,20
TraesCSU03G0149600,116,256,317,226,141,151,111,180,148,247,232,339
TraesCSU03G0157600,237,503,562,225,235,549,793,1244,254,425,499,1080
TraesCSU03G0171200,0,0,0,0,0,0,2,0,0,0,0,0
TraesCSU03G0185100,7,6,43,15,21,0,491,964,15,105,96,660
TraesCSU03G0191800,51,76,86,18,34,54,44,33,46,68,59,94
TraesCSU03G0201900,0,0,0,0,0,1,1,1,0,1,5,6
TraesCSU03G0210600,0,0,0,0,1,2,2,2,0,1,4,3
TraesCSU03G0215400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU03G0220500,2,0,0,0,4,36,8,0,2,0,0,0
TraesCSU03G0220900,475,404,1269,195,404,438,628,932,1021,508,886,764
TraesCSU03G0241100,38,75,62,66,1031,988,2,0,41,60,25,299
TraesCSU03G0245300,1,0,0,1,0,0,3,0,0,0,1,15
TraesCSU03G0248000,201,117,277,61,144,476,659,1411,177,312,304,477
TraesCSU03G0250100,0,0,0,0,0,0,8,7,0,0,0,2
TraesCSU03G0263000,1078,112,690,137,107,25,867,1062,421,808,1319,4869
TraesCSU03G0265400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU03G0271400,46,72,82,18,33,55,44,30,47,67,55,91
TraesCSU03G0288000,0,0,0,0,0,5,308,344,0,0,0,0
TraesCSU03G0291600,0,0,0,0,0,0,1,1,0,0,0,0
TraesCSU03G0294700,56,50,133,7,131,417,301,394,75,60,111,467
TraesCSU03G0324800,0,0,0,0,0,0,3,0,0,0,0,0
TraesCSU03G0332000,0,0,0,0,0,0,7,4,0,1,0,1
TraesCSU03G0343300,0,0,0,0,0,0,5,0,0,0,0,0
TraesCSU03G0346400,0,0,0,0,0,0,5,0,0,0,0,0
TraesCSU03G0377400,0,0,0,0,0,0,2,1,0,0,0,0
TraesCSU03G0388500,0,0,0,0,1,0,125,11,0,0,0,1
TraesCSU03G0406200,0,0,0,0,0,0,0,1,0,0,0,0
TraesCSU03G0428400,0,2,2,0,0,8,5,1,0,0,0,3
TraesCSU03G0444200,1,0,15,0,0,0,7,3,6,0,5,2
TraesCSU03G0444300,5,0,14,3,0,0,6,3,5,0,9,10
TraesCSU03G0457600,0,0,0,0,0,0,4,1,0,0,0,8
TraesCSU03G0495700,0,0,1,0,0,0,4,2,0,0,0,0
